,total_cases,city,year,month,week,day,vegetation_ne,vegetation_nw,vegetation_se,vegetation_sw,satellite_precipiatation,current_precipitation,forecast_precipitation,current_temperature,forecast_mean_temperature,forecast_avg_temperature,current_max_temperature,current_min_temperature,forecast_max_temperature,forecast_min_temperature,current_diurnal_temperature_range,forecast_diurnal_temperature_range,current_specific_humidity,forecast_dew_point_temperature,forecast_relative_humidity,cases_zscore,current_temperature_outlier,current_precipitation_outlier,current_specific_humidity_outlier,date,season,log_cases,temp_precip_interaction,is_outbreak,cases_lag,cases_3mo_avg,quarter,temp_category,rain_category,humidity_category
220,55,0,1994,7,29,23,0.0424,0.1201667,0.1943429,0.1907429,43.28,9.8,9.9,28.25714286,299.9328571,300.1,32.8,23.9,301.7,297.8,6.528571429,2.342857143,16.88285714,295.5628571,77.10285714,0.6958271779278715,0,0,0,1994-07-23,dry_season,4.02535169073515,276.920000028,1,49.0,48.666666666666664,3,Hot,Low,Medium
221,80,0,1994,7,30,30,0.183,0.2658,0.1967286,0.1939,2.79,1.0,3.3,28.51428571,299.9771429,300.1285714,33.3,24.4,301.5,298.5,7.228571429,2.457142857,16.58,295.2371429,75.43571429,1.2694713080339692,0,0,0,1994-07-30,dry_season,4.394449154672439,28.51428571,1,55.0,61.333333333333336,3,Hot,Low,Medium
222,84,0,1994,8,31,6,0.1422935374167987,0.1311,0.1752143,0.1122143,26.96,48.5,22.9,28.25714286,299.5757143,299.6357143,33.3,23.9,301.7,297.4,6.985714286,2.214285714,16.70857143,295.3628571,77.79571429,1.3612543688509449,0,0,0,1994-08-06,dry_season,4.442651256490317,1370.4714287099998,1,80.0,73.0,3,Hot,High,Medium
223,72,0,1994,8,32,13,0.04465,-0.0402,0.05686667,0.02865,30.03,3.6,12.5,28.38571429,299.5185714,299.6785714,33.3,23.9,301.5,297.9,7.785714286,2.357142857,16.83142857,295.4657143,78.58428571,1.085905186400018,0,0,0,1994-08-13,dry_season,4.290459441148391,102.188571444,1,84.0,78.66666666666667,3,Hot,Low,Medium
224,89,0,1994,8,33,20,0.06666667,-0.0157,0.1766167,0.22135,17.77,20.4,16.6,28.51428571,300.01,300.1285714,33.3,24.4,302.2,298.3,6.771428571,2.514285714,16.86428571,295.4871429,76.43714286,1.4759831948721642,0,0,0,1994-08-20,dry_season,4.499809670330265,581.691428484,1,72.0,81.66666666666667,3,Hot,Medium,Medium
225,115,0,1994,8,34,27,0.1564,0.130825,0.1920571,0.1767286,3.24,4.3,11.56,28.57142857,300.3642857,300.5357143,32.8,24.4,302.7,298.5,6.7,2.642857143,17.33857143,295.9314286,76.92,2.0725730901825057,0,0,0,1994-08-27,dry_season,4.7535901911063645,122.85714285099999,1,89.0,92.0,3,Hot,Low,Medium
226,179,0,1994,9,35,3,0.02185,0.14525,0.2137857,0.2040857,59.91,11.0,20.24,29.42857143,300.3928571,300.5357143,33.9,25.6,302.7,298.7,6.885714286,2.528571429,17.70571429,296.2957143,78.48285714,3.5411020632541153,0,0,0,1994-09-03,dry_season,5.19295685089021,323.71428573000003,1,115.0,127.66666666666667,3,Hot,Low,Medium
227,202,0,1994,9,36,10,0.04585,0.076225,0.2916857,0.2479714,19.45,14.4,28.3,29.28571429,300.0742857,300.1785714,33.3,24.4,302.4,297.6,6.357142857,2.642857143,17.52142857,296.1314286,79.13857143,4.068854662951725,0,0,0,1994-09-10,dry_season,5.313205979041787,421.71428577600005,1,179.0,165.33333333333334,3,Hot,Medium,Medium
228,272,0,1994,9,37,17,0.1422935374167987,0.1305525761047008,0.0955,0.192925,61.11,50.8,70.4,28.55714286,299.9514286,300.0571429,34.4,23.9,302.2,298.2,6.9,2.457142857,17.30571429,295.9071429,78.75,5.6750582272487975,0,0,0,1994-09-17,dry_season,5.60947179518496,1450.702857288,1,202.0,217.66666666666666,3,Hot,High,Medium
229,302,0,1994,9,38,24,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,39.22,34.3,50.7,28.37142857,299.8857143,300.0357143,32.2,24.4,302.3,298.1,6.185714286,1.985714286,17.35428571,295.9614286,79.31428571,6.363431183376115,0,0,0,1994-09-24,dry_season,5.713732805509369,973.1399999509999,1,272.0,258.6666666666667,3,Hot,Medium,Medium
230,395,0,1994,10,39,1,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,55.88,31.5,45.2,28.01428571,299.5085714,299.6428571,33.9,23.3,301.8,297.7,6.7,2.6,17.24857143,295.8214286,80.37285714,8.497387347370799,0,0,0,1994-10-01,dry_season,5.981414211254481,882.449999865,1,302.0,323.0,4,Hot,Medium,Medium
231,426,0,1994,10,40,8,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,0.63,8.2,2.8,28.71428571,300.3771429,300.5,34.4,24.4,302.5,298.7,6.9,2.628571429,16.74428571,295.3628571,74.11714286,9.208706068702359,0,0,0,1994-10-08,dry_season,6.056784013228625,235.45714282199998,1,395.0,374.3333333333333,4,Hot,Low,Medium
232,461,0,1994,10,41,15,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,16.7,39.2,40.8,28.32857143,299.6385714,299.6214286,35.0,23.9,302.9,297.8,7.657142857,2.728571429,16.9,295.4814286,78.22571429,10.011807850850895,0,0,0,1994-10-15,dry_season,6.135564891081739,1110.480000056,1,426.0,427.3333333333333,4,Hot,Medium,Medium
233,381,0,1994,10,42,22,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,75.57,5.4,15.81,28.57142857,300.2385714,300.4,35.0,23.9,303.0,298.3,7.442857143,3.028571429,17.12428571,295.6857143,76.34857143,8.176146634511383,0,0,0,1994-10-22,dry_season,5.945420608606575,154.285714278,1,461.0,422.6666666666667,4,Hot,Low,Medium
234,333,0,1994,10,43,29,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,111.52,39.2,64.85,27.67142857,298.8114286,298.8571429,32.8,23.3,300.5,297.5,7.271428571,1.657142857,17.64142857,296.1714286,85.41714286,7.074749904707676,0,0,0,1994-10-29,dry_season,5.811140992976701,1084.7199999440002,1,381.0,391.6666666666667,4,Moderate,Medium,Medium
235,353,0,1994,11,44,5,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,5.41,1.9,15.6,28.15714286,299.8671429,300.05,32.2,24.4,301.9,298.3,6.842857143,2.328571429,17.26428571,295.8457143,78.68571429,7.533665208792554,0,0,0,1994-11-05,dry_season,5.869296913133774,53.498571434,1,333.0,355.6666666666667,4,Hot,Low,Medium
236,410,0,1994,11,45,12,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,32.26,54.5,36.6,27.31428571,299.2971429,299.1285714,31.7,22.2,301.5,297.2,6.928571429,2.228571429,16.98428571,295.58,80.09571429,8.841573825434457,0,0,0,1994-11-12,dry_season,6.018593214496234,1488.628571195,1,353.0,365.3333333333333,4,Moderate,High,Medium
237,364,0,1994,11,46,19,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,32.17,47.5,47.5,27.28571429,299.1985714,299.3,32.8,22.2,302.2,297.5,7.314285714,1.771428571,17.64428571,296.1742857,83.58428571,7.786068626039237,0,0,0,1994-11-19,dry_season,5.8998973535824915,1296.071428775,1,410.0,375.6666666666667,4,Moderate,High,Medium
238,359,0,1994,11,47,26,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,11.16,49.3,23.7,27.85714286,299.4228571,299.4571429,33.9,23.3,301.9,297.6,7.6,2.4,17.84857143,296.3771429,83.50285714,7.671339800018017,0,0,0,1994-11-26,dry_season,5.886104031450156,1373.357142998,1,364.0,377.6666666666667,4,Moderate,High,High
239,288,0,1994,12,48,3,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,17.52,35.9,27.4,26.88571429,298.8514286,298.85,31.7,21.1,300.7,296.3,7.571428571,2.1,16.17857143,294.8128571,78.56,6.0421904705167,0,0,0,1994-12-03,rainy_season,5.666426688112432,965.197143011,1,359.0,337.0,4,Moderate,Medium,Medium
240,221,0,1994,12,49,10,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,45.95,58.2,106.09,26.37142857,297.8085714,297.95,30.0,22.2,299.4,296.6,6.185714286,1.5,16.58,295.2042857,85.57,4.504824201832359,0,0,0,1994-12-10,rainy_season,5.402677381872279,1534.817142774,1,288.0,289.3333333333333,4,Cool,High,Medium
241,149,0,1994,12,50,17,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,0.0,7.4,16.5,26.58571429,298.6242857,298.7428571,31.7,21.7,300.5,297.2,7.471428571,2.285714286,15.32714286,293.9385714,75.45571429,2.852729107126798,0,0,0,1994-12-17,rainy_season,5.0106352940962555,196.734285746,1,221.0,219.33333333333334,4,Cool,Low,Low
242,112,0,1994,12,51,24,0.1422935374167987,0.1305525761047008,0.2037831890258019,0.202305490711297,0.0,12.9,12.2,26.64285714,298.5814286,298.6928571,31.7,22.2,300.6,296.9,8.185714286,2.728571429,15.59571429,294.2114286,76.91428571,2.0037357945697742,0,0,0,1994-12-24,rainy_season,4.727387818712341,343.692857106,1,149.0,160.66666666666666,4,Cool,Low,Low
243,154,0,1995,1,52,1,0.2438,0.045,0.2152556,0.1947778,71.43,9.2,30.4,27.31428571,298.8385714,299.1071429,32.8,22.2,301.5,296.7,8.742857143,3.271428571,17.06714286,295.6742857,82.86714286,2.9674579331480175,0,0,0,1995-01-01,rainy_season,5.043425116919247,251.29142853199997,1,112.0,138.33333333333334,1,Moderate,Low,Medium
244,91,0,1995,1,1,8,0.223075,0.2193333,0.2886167,0.2587429,0.0,40.4,12.5,25.7,297.33,297.4,31.7,20.0,300.1,294.7,7.685714286,2.371428571,14.25,292.7342857,75.83857143,1.5218747252806522,0,0,0,1995-01-08,rainy_season,4.5217885770490405,1038.28,1,154.0,119.0,1,Cool,High,Low
245,72,0,1995,1,2,15,0.1422935374167987,0.1416333,0.1755714,0.1716143,0.0,10.5,3.59,25.77142857,298.2842857,298.45,30.0,21.7,299.9,296.8,7.685714286,2.357142857,14.69857143,293.3085714,74.04714286,1.085905186400018,0,0,0,1995-01-15,rainy_season,4.290459441148391,270.599999985,1,91.0,105.66666666666667,1,Cool,Low,Low
246,56,0,1995,1,3,22,-0.1193,-0.0359,0.2122571,0.2293714,37.99,29.0,32.88,24.75714286,296.5842857,296.7071429,28.9,20.0,299.1,295.0,7.114285714,1.785714286,14.28142857,292.83,79.55285714,0.7187729431321155,0,0,0,1995-01-22,rainy_season,4.04305126783455,717.9571429399999,1,72.0,73.0,1,Cool,Medium,Low
247,46,0,1995,1,4,29,0.05175,0.1268,0.1772286,0.1340714,0.0,9.9,6.2,26.12857143,297.5928571,298.0142857,32.8,20.6,300.5,295.0,9.042857143,3.628571429,14.94714286,293.5328571,78.33,0.4893152910896765,0,0,0,1995-01-29,rainy_season,3.8501476017100584,258.672857157,1,56.0,58.0,1,Cool,Low,Low
248,37,0,1995,2,5,5,0.1422935374167987,0.1449,0.21726,0.2099429,0.0,26.9,43.3,25.5,297.35,297.65,31.7,21.1,300.2,295.6,7.285714286,2.157142857,15.27428571,293.91,81.40428571,0.28280340425148137,0,0,0,1995-02-05,rainy_season,3.6375861597263857,685.9499999999999,1,46.0,46.333333333333336,1,Cool,Medium,Low
249,26,0,1995,2,6,12,0.03233333,0.059325,0.1748857,0.1713857,0.0,0.0,3.6,26.08571429,297.8557143,298.0142857,32.8,20.0,300.5,295.2,9.614285714,3.8,14.46,293.0257143,74.65571429,0.03039998700479844,0,0,0,1995-02-12,rainy_season,3.295836866004329,0.0,0,37.0,36.333333333333336,1,Cool,Low,Low
250,17,0,1995,2,7,19,0.0614,0.1305525761047008,0.1753143,0.2123286,0.0,2.8,10.07,26.62857143,298.2214286,298.4642857,32.2,20.6,300.5,295.8,8.657142857,2.814285714,15.22714286,293.8828571,77.02142857,-0.17611189983339667,0,0,0,1995-02-19,rainy_season,2.8903717578961645,74.560000004,0,26.0,26.666666666666668,1,Cool,Low,Low
251,17,0,1995,2,8,26,0.0935,0.06486667,0.1020143,0.1254143,0.0,29.5,29.08,25.92857143,297.5085714,297.5142857,31.7,21.7,299.4,295.9,7.285714286,1.971428571,14.53,293.1328571,76.63428571,-0.17611189983339667,0,0,0,1995-02-26,rainy_season,2.8903717578961645,764.892857185,0,17.0,20.0,1,Cool,Medium,Low
252,20,0,1995,3,9,5,0.07355,0.06865,0.12292,0.10996,0.0,51.7,50.73,25.24285714,297.1757143,297.2571429,30.6,20.0,299.5,295.4,8.4,2.428571429,14.85285714,293.4442857,79.81714286,-0.10727460422066497,0,0,0,1995-03-05,rainy_season,3.044522437723423,1305.0557141380002,0,17.0,18.0,1,Cool,High,Low
253,11,0,1995,3,10,12,0.14535,0.079575,0.1823429,0.1864857,0.0,16.9,36.42,25.5,297.0814286,297.2785714,30.0,21.1,299.4,295.2,7.057142857,2.071428571,15.19142857,293.8114286,82.05285714,-0.3137864910588601,0,0,0,1995-03-12,rainy_season,2.4849066497880004,430.95,0,20.0,16.0,1,Cool,Medium,Low
254,7,0,1995,3,11,19,0.0739,0.1150667,0.1452,0.1547429,19.43,16.5,18.6,25.25714286,297.11,297.0857143,31.7,21.1,299.6,294.6,6.757142857,2.057142857,14.30428571,292.8214286,77.02,-0.4055695518758357,0,0,0,1995-03-19,rainy_season,2.0794415416798357,416.74285719,0,11.0,12.666666666666666,1,Cool,Medium,Low
255,16,0,1995,3,12,26,0.031,0.23165,0.2074333,0.2497143,0.0,2.3,6.7,24.62857143,296.48,296.7071429,31.7,18.9,300.4,294.0,8.414285714,3.3,12.48142857,290.6314286,69.86142857,-0.19905766503764058,0,0,0,1995-03-26,rainy_season,2.833213344056216,56.645714289,0,7.0,11.333333333333334,1,Cool,Low,Low
256,14,0,1995,4,13,2,0.19862,0.259575,0.24515,0.3054571,0.0,4.1,4.6,25.24285714,296.8871429,297.0428571,30.0,20.0,300.0,293.5,7.757142857,4.0,12.33142857,290.3785714,67.36428571,-0.24494919544612836,0,0,0,1995-04-02,dry_season,2.70805020110221,103.495714274,0,16.0,12.333333333333334,2,Cool,Low,Low
257,16,0,1995,4,14,9,0.1422935374167987,0.2494,0.2327857,0.2684143,0.0,0.0,0.0,25.97142857,297.6657143,297.9214286,32.8,19.4,300.9,294.6,8.957142857,3.614285714,14.12285714,292.5557143,73.4,-0.19905766503764058,0,0,0,1995-04-09,dry_season,2.833213344056216,0.0,0,14.0,15.333333333333334,2,Cool,Low,Low
258,5,0,1995,4,15,16,0.1422935374167987,0.03495,0.1719143,0.1489429,5.43,0.0,2.1,27.28571429,298.56,298.7428571,32.8,22.8,300.6,296.9,7.785714286,2.828571429,15.73571429,294.3385714,77.60571429,-0.45146108228432347,0,0,0,1995-04-16,dry_season,1.791759469228055,0.0,0,16.0,11.666666666666666,2,Moderate,Low,Low
259,2,0,1995,4,16,23,0.1017,0.1127,0.2601571,0.2366143,6.44,72.0,19.6,26.65714286,297.83,298.0071429,32.8,21.1,300.2,296.0,7.3,2.614285714,15.01,293.5542857,77.32142857,-0.5202983778970552,0,0,0,1995-04-23,dry_season,1.0986122886681098,1919.31428592,0,5.0,7.666666666666667,2,Cool,High,Low
260,6,0,1995,4,17,30,0.1281,0.150025,0.2205429,0.1873,0.0,1.0,2.7,26.32857143,297.5114286,297.6857143,31.1,21.7,300.2,295.8,6.657142857,2.657142857,13.69,292.1,71.93714286,-0.42851531708007956,0,0,0,1995-04-30,dry_season,1.9459101490553132,26.32857143,0,2.0,4.333333333333333,2,Cool,Low,Low
261,5,0,1995,5,18,7,0.1422935374167987,0.1521,0.2145429,0.1579714,20.96,2.8,4.1,27.84285714,298.7885714,299.0714286,34.4,22.2,301.6,297.3,9.142857143,2.942857143,15.61714286,294.2028571,76.07285714,-0.45146108228432347,0,0,0,1995-05-07,dry_season,1.791759469228055,77.959999992,0,6.0,4.333333333333333,2,Moderate,Low,Low
262,4,0,1995,5,19,14,0.14345,0.1115,0.1990714,0.1708857,9.01,29.7,9.0,27.77142857,299.1314286,299.3571429,34.4,22.8,301.8,297.0,7.3,3.0,16.82285714,295.4285714,80.26142857,-0.4744068474885674,0,0,0,1995-05-14,dry_season,1.6094379124341003,824.8114285290001,0,5.0,5.0,2,Moderate,Medium,Medium
263,3,0,1995,5,20,21,0.0363,0.096525,0.1664333,0.1605714,119.62,101.6,17.4,26.91428571,298.9957143,299.0857143,31.1,21.7,301.7,297.1,6.271428571,2.857142857,16.78857143,295.3985714,80.86571429,-0.4973526126928113,0,0,0,1995-05-21,dry_season,1.3862943611198906,2734.491428136,0,4.0,4.0,2,Moderate,High,Medium
264,4,0,1995,5,21,28,0.0322,0.1621333,0.2318286,0.2402714,204.62,97.5,17.3,27.22857143,299.4542857,299.5785714,31.7,22.2,301.7,297.3,7.342857143,2.328571429,17.41285714,295.9942857,81.44714286,-0.4744068474885674,0,0,0,1995-05-28,dry_season,1.6094379124341003,2654.7857144249997,0,3.0,3.6666666666666665,2,Moderate,High,Medium
265,16,0,1995,6,22,4,0.1422935374167987,0.2412,0.1024714,0.1095714,178.89,9.1,20.33,27.7,299.6028571,299.6071429,33.3,23.3,302.0,298.1,7.328571429,1.957142857,17.41142857,295.9928571,80.72714286,-0.19905766503764058,0,0,0,1995-06-04,dry_season,2.833213344056216,252.07,0,4.0,7.666666666666667,2,Moderate,Low,Medium
266,8,0,1995,6,23,11,0.15495,0.0278,0.2666143,0.2119,106.04,35.5,86.8,27.3,298.6885714,298.65,31.1,22.8,300.2,297.5,7.142857143,1.642857143,17.21714286,295.8271429,84.34571429,-0.3826237866715918,0,0,0,1995-06-11,dry_season,2.1972245773362196,969.15,0,16.0,9.333333333333334,2,Moderate,Medium,Medium
267,7,0,1995,6,24,18,0.08955,0.0797,0.1817143,0.1559857,20.16,43.5,16.57,27.77142857,299.8285714,299.9,32.8,22.8,301.4,298.4,7.471428571,2.314285714,17.29571429,295.8928571,79.13714286,-0.4055695518758357,0,0,0,1995-06-18,dry_season,2.0794415416798357,1208.0571427950001,0,8.0,10.333333333333334,2,Moderate,High,Medium
268,10,0,1995,6,25,25,0.22135,0.2174,0.2199714,0.1920429,26.56,10.5,35.24,28.84285714,300.1157143,300.1428571,33.3,24.4,302.3,298.2,7.371428571,2.0,18.05285714,296.6257143,81.34,-0.336732256263104,0,0,0,1995-06-25,dry_season,2.3978952727983707,302.84999997,0,7.0,8.333333333333334,2,Hot,Low,High
269,14,0,1995,7,26,2,0.2319333,0.2115,0.2412286,0.2656857,2.04,15.8,13.7,29.21428571,300.68,300.8071429,33.9,24.4,302.7,298.7,6.342857143,2.757142857,18.20714286,296.7414286,79.38,-0.24494919544612836,0,0,0,1995-07-02,dry_season,2.70805020110221,461.585714218,0,10.0,10.333333333333334,3,Hot,Medium,High
270,7,0,1995,7,27,9,0.3093,0.2909,0.2370571,0.2420429,41.18,16.0,9.22,29.65714286,301.0071429,301.0928571,34.4,25.0,303.2,298.6,7.828571429,3.042857143,17.56571429,296.1457143,75.06571429,-0.4055695518758357,0,0,0,1995-07-09,dry_season,2.0794415416798357,474.51428576,0,14.0,10.333333333333334,3,Hot,Medium,Medium
271,9,0,1995,7,28,16,0.1422935374167987,0.17265,0.24245,0.2196714,25.89,21.4,60.59,29.28571429,299.9442857,299.9785714,34.4,24.4,302.0,298.5,7.6,1.957142857,18.01285714,296.5828571,81.96,-0.3596780214673479,0,0,0,1995-07-16,dry_season,2.302585092994046,626.714285806,0,7.0,10.0,3,Hot,Medium,High
272,11,0,1995,7,29,23,0.1175,0.10775,0.1555714,0.1664857,36.58,30.6,38.3,29.22857143,300.4014286,300.6642857,33.9,25.0,302.8,299.0,7.3,2.728571429,18.35428571,296.8485714,81.09,-0.3137864910588601,0,0,0,1995-07-23,dry_season,2.4849066497880004,894.394285758,0,9.0,9.0,3,Hot,Medium,High
273,23,0,1995,7,30,30,0.1422935374167987,0.1898,0.0942,0.1322286,101.64,43.3,62.31,28.55714286,299.9885714,299.9571429,33.3,23.9,302.3,298.6,6.571428571,1.6,18.77714286,297.2442857,85.08857143,-0.03843730860793326,0,0,0,1995-07-30,dry_season,3.1780538303479458,1236.524285838,0,11.0,14.333333333333334,3,Hot,High,High
274,17,0,1995,8,31,6,0.0632,0.09466667,0.1584857,0.2030286,60.71,30.1,102.4,28.7,300.0,300.0,33.9,23.9,302.5,298.4,6.757142857,2.085714286,18.67285714,297.11,84.37571429,-0.17611189983339667,0,0,0,1995-08-06,dry_season,2.8903717578961645,863.87,0,23.0,17.0,3,Hot,Medium,High
275,19,0,1995,8,32,13,0.047,0.047,0.1991833,0.1653571,19.79,27.3,40.3,29.0,300.2628571,300.2857143,33.9,23.3,302.4,298.6,6.814285714,2.142857143,18.04285714,296.5585714,80.39714286,-0.13022036942490886,0,0,0,1995-08-13,dry_season,2.995732273553991,791.7,0,17.0,19.666666666666668,3,Hot,Medium,High
276,24,0,1995,8,33,20,0.08396667,0.0917,0.1771571,0.1886714,4.05,8.7,17.7,30.07142857,300.5542857,300.6857143,34.4,25.6,303.8,298.2,6.942857143,3.342857143,18.85714286,297.27,82.62571429,-0.015491543403689363,0,0,0,1995-08-20,dry_season,3.2188758248682006,261.621428559,0,19.0,20.0,3,Hot,Low,High
277,17,0,1995,8,34,27,0.1131,0.0862,0.1374,0.1324714,75.11,66.0,96.1,28.42857143,299.9528571,299.9857143,33.3,23.3,301.9,298.1,7.657142857,2.114285714,18.40428571,296.8871429,83.49142857,-0.17611189983339667,0,0,0,1995-08-27,dry_season,2.8903717578961645,1876.2857143800002,0,24.0,20.0,3,Hot,High,High
278,28,0,1995,9,35,3,0.0326,0.07256667,0.17236,0.1968143,35.83,12.8,55.21,29.11428571,300.1742857,300.2428571,32.2,24.4,302.4,298.5,5.928571429,2.228571429,18.39714286,296.85,82.22571429,0.07629151741328624,0,0,0,1995-09-03,dry_season,3.367295829986474,372.662857088,0,17.0,23.0,3,Hot,Low,High
279,40,0,1995,9,36,10,0.1071,0.1836,0.18515,0.1699571,20.23,20.4,8.6,29.57142857,301.2185714,301.35,34.4,23.9,303.9,298.2,7.914285714,3.7,18.54571429,296.9942857,78.14571429,0.35164069986421304,0,0,0,1995-09-10,dry_season,3.713572066704308,603.2571428279999,1,28.0,28.333333333333332,3,Hot,Medium,High
280,33,0,1995,9,37,17,0.0568,0.0546,0.1436857,0.1392,40.29,77.1,122.7,29.37142857,300.21,300.2,35.0,24.4,302.2,298.1,7.442857143,2.371428571,18.63,297.0514286,82.91142857,0.19102034343450575,0,0,0,1995-09-17,dry_season,3.5263605246161616,2264.537142747,1,40.0,33.666666666666664,3,Hot,High,High
281,31,0,1995,9,38,24,0.1186333,0.0846,0.1810167,0.2176167,121.4,71.2,82.5,29.58571429,300.0671429,300.1357143,35.6,25.0,302.5,298.3,6.914285714,2.442857143,18.52857143,296.9642857,83.31428571,0.14512881302601793,0,0,0,1995-09-24,dry_season,3.4657359027997265,2106.5028574479998,1,33.0,34.666666666666664,3,Hot,High,High
282,33,0,1995,10,39,1,0.1068,0.08366667,0.092,0.09934286,36.72,13.3,11.6,29.95714286,300.1557143,300.2071429,34.4,25.6,301.8,298.7,7.285714286,1.9,18.25428571,296.7714286,81.85428571,0.19102034343450575,0,0,0,1995-10-01,dry_season,3.5263605246161616,398.43000003800006,1,31.0,32.333333333333336,4,Hot,Low,High
283,29,0,1995,10,40,8,0.2808,0.2151,0.1463429,0.1295571,68.18,45.6,74.5,28.05714286,299.7814286,299.7285714,32.2,23.9,301.9,297.2,6.771428571,2.285714286,18.14571429,296.66,83.13571429,0.09923728261753015,0,0,0,1995-10-08,dry_season,3.4011973816621555,1279.405714416,1,33.0,31.0,4,Hot,High,High
284,30,0,1995,10,41,15,0.040825,0.0966,0.1316,0.1375429,45.63,19.1,53.98,28.38571429,299.54,299.5642857,32.2,24.4,301.4,298.0,6.928571429,1.814285714,18.13857143,296.6342857,84.20714286,0.12218304782177404,0,0,0,1995-10-15,dry_season,3.4339872044851463,542.167142939,1,29.0,30.666666666666668,4,Hot,Medium,High
285,36,0,1995,10,42,22,0.033625,0.09466,0.09144286,0.1194429,55.67,39.1,40.8,27.84285714,299.7942857,299.8428571,33.9,23.3,301.8,297.8,7.171428571,2.028571429,17.62142857,296.1614286,80.66428571,0.25985763904723747,0,0,0,1995-10-22,dry_season,3.6109179126442243,1088.655714174,1,30.0,31.666666666666668,4,Moderate,Medium,Medium
286,48,0,1995,10,43,29,0.1422935374167987,0.1326,0.1581857,0.1374429,54.74,53.6,46.4,27.47142857,299.4414286,299.4214286,32.2,23.3,301.8,297.6,7.257142857,2.385714286,17.84714286,296.3371429,83.21428571,0.5352068214981642,0,0,0,1995-10-29,dry_season,3.8918202981106265,1472.468571352,1,36.0,38.0,4,Moderate,High,High
287,40,0,1995,11,44,5,0.2346,0.07825,0.2700714,0.2854286,30.3,13.5,40.4,28.04285714,299.7728571,299.9428571,33.9,23.3,302.3,298.1,7.642857143,3.0,17.67,296.17,80.86428571,0.35164069986421304,0,0,0,1995-11-05,dry_season,3.713572066704308,378.57857139,1,48.0,41.333333333333336,4,Hot,Low,Medium
288,28,0,1995,11,45,12,0.0174,0.02905,0.2089143,0.2354857,0.0,53.6,32.4,27.22857143,299.0971429,299.2857143,31.7,23.3,301.1,297.5,6.871428571,1.914285714,16.60428571,295.22,79.40428571,0.07629151741328624,0,0,0,1995-11-12,dry_season,3.367295829986474,1459.451428648,0,40.0,38.666666666666664,4,Moderate,High,Medium
289,36,0,1995,11,46,19,0.0406,0.07475,0.19625,0.1903429,24.86,2.8,9.9,27.15714286,299.6228571,299.8071429,31.1,22.8,301.9,297.8,7.185714286,2.557142857,16.77,295.37,77.63857143,0.25985763904723747,0,0,0,1995-11-19,dry_season,3.6109179126442243,76.04000000799999,1,28.0,34.666666666666664,4,Moderate,Low,Medium
290,19,0,1995,11,47,26,0.0334,0.1148667,0.2400143,0.2549,90.49,5.9,12.7,27.31428571,299.2757143,299.4,32.2,22.8,301.4,297.7,7.314285714,2.228571429,16.54142857,295.14,78.14142857,-0.13022036942490886,0,0,0,1995-11-26,dry_season,2.995732273553991,161.154285689,0,36.0,27.666666666666668,4,Moderate,Low,Medium
291,34,0,1995,12,48,3,0.1422935374167987,0.076375,0.2411714,0.1688714,20.21,13.5,13.69,27.2,299.4528571,299.55,33.3,22.8,301.4,298.0,7.542857143,2.071428571,17.25714286,295.8371429,80.67714286,0.21396610863874965,0,0,0,1995-12-03,rainy_season,3.5553480614894135,367.2,1,19.0,29.666666666666668,4,Moderate,Low,Medium
292,23,0,1995,12,49,10,0.1154,0.135,0.2653,0.2371143,0.0,14.9,12.8,27.01428571,299.2014286,299.4,31.1,22.2,300.8,297.6,7.657142857,2.257142857,16.06571429,294.6871429,76.33285714,-0.03843730860793326,0,0,0,1995-12-10,rainy_season,3.1780538303479458,402.512857079,0,34.0,25.333333333333332,4,Moderate,Medium,Low
293,17,0,1995,12,50,17,-0.0139,0.01473333,0.1795,0.1348,0.0,20.9,23.6,26.61428571,298.4614286,298.5785714,30.6,22.2,300.3,297.4,7.085714286,1.842857143,16.10571429,294.7314286,79.98571429,-0.17611189983339667,0,0,0,1995-12-17,rainy_season,2.8903717578961645,556.238571339,0,23.0,24.666666666666668,4,Cool,Medium,Low
294,17,0,1995,12,51,24,0.1422935374167987,0.03596667,0.1808571,0.1116571,0.0,53.9,40.3,25.71428571,298.1942857,298.2214286,30.0,22.2,300.1,296.5,5.857142857,1.7,15.37142857,293.9714286,77.63714286,-0.17611189983339667,0,0,0,1995-12-24,rainy_season,2.8903717578961645,1385.999999769,0,17.0,19.0,4,Cool,High,Low
